date,profit,loc_lat,loc_lng,loc_city
2018-01-05,1652.6,53.16167,6.76111,Amsterdam
2018-01-05,1221.32,36.06523,-119.01677,Los Angeles
2018-01-05,2769.8,33.86419,48.26258,Tehran
2018-01-06,4827.0,33.86419,48.26258,Tehran
2018-01-06,4396.13,55.25,24.75,Vilnius
2018-01-06,3118.99,6.95194,121.96361,Manila
2018-01-06,1604.8,40.67705,-73.89125,New York
2018-01-06,1552.82,36.06523,-119.01677,Los Angeles
2018-01-06,-138.79,44.98901,38.94324,Moscow
2018-01-06,88.45,44.98901,38.94324,Moscow
2018-01-06,1904.7,36.06523,-119.01677,Los Angeles
2018-01-06,3179.92,20.88953,-156.47432,Honolulu
2018-01-06,2581.1,6.95194,121.96361,Manila
2018-01-06,1216.1,32.05971,34.8732,Jerusalem
2018-01-06,3361.98,53.16167,6.76111,Amsterdam
2018-01-06,-65.48,53.16167,6.76111,Amsterdam
2018-01-06,324.66,18.00747,-76.78319,Jamaica
2018-01-06,598.45,46.23899,-63.13414,Halifax
2018-01-06,2108.12,46.23899,-63.13414,Halifax
2018-01-06,1615.95,36.06523,-119.01677,Los Angeles
2018-01-06,-941.81,32.05971,34.8732,Jerusalem
2018-01-06,-98.38,36.06523,-119.01677,Los Angeles
2018-01-06,4181.36,41.14676,-73.49484,New York
2018-01-06,-234.14,20.88953,-156.47432,Honolulu
2018-01-06,-466.65,44.98901,38.94324,Moscow
2018-01-06,-346.62,18.00747,-76.78319,Jamaica
2018-01-06,465.37,55.25,24.75,Vilnius
2018-01-06,4600.22,40.67705,-73.89125,New York
2018-01-06,3276.8,18.00747,-76.78319,Jamaica
2018-01-06,2762.43,-25.42944,-50.00639,Sao Paulo
2018-01-06,4801.8,6.95194,121.96361,Manila
2018-01-06,4347.45,6.95194,121.96361,Manila
2018-01-06,2235.31,20.88953,-156.47432,Honolulu
2018-01-06,4297.1,20.88953,-156.47432,Honolulu
2018-01-06,2608.5,36.06523,-119.01677,Los Angeles
2018-01-06,1495.67,6.95194,121.96361,Manila
2018-01-06,913.11,6.95194,121.96361,Manila
2018-01-06,3287.99,32.05971,34.8732,Jerusalem
2018-01-07,-452.21,53.16167,6.76111,Amsterdam
2018-01-07,142.63,41.14676,-73.49484,New York
2018-01-07,4997.6,20.88953,-156.47432,Honolulu
2018-01-07,2607.32,20.88953,-156.47432,Honolulu
2018-01-07,1046.99,36.06523,-119.01677,Los Angeles
2018-01-07,4100.88,44.98901,38.94324,Moscow
2018-01-07,2278.22,46.23899,-63.13414,Halifax
2018-01-07,63.36,20.88953,-156.47432,Honolulu
2018-01-07,-485.39,44.98901,38.94324,Moscow
2018-01-07,-630.85,41.14676,-73.49484,New York
2018-01-07,1187.25,36.06523,-119.01677,Los Angeles
2018-01-07,-923.91,20.88953,-156.47432,Honolulu
2018-01-07,-341.23,20.88953,-156.47432,Honolulu
2018-01-07,3368.85,33.86419,48.26258,Tehran
2018-01-07,2454.28,41.14676,-73.49484,New York
2018-01-07,-747.49,33.86419,48.26258,Tehran
2018-01-07,464.63,46.23899,-63.13414,Halifax
2018-01-07,-900.54,-25.42944,-50.00639,Sao Paulo
2018-01-07,3855.1,20.88953,-156.47432,Honolulu
2018-01-07,2905.4,55.25,24.75,Vilnius
2018-01-07,423.26,18.00747,-76.78319,Jamaica
2018-01-07,4898.5,44.98901,38.94324,Moscow
2018-01-07,1485.53,44.98901,38.94324,Moscow
2018-01-07,3243.3,32.05971,34.8732,Jerusalem
2018-01-07,342.53,6.95194,121.96361,Manila
2018-01-07,-189.32,6.95194,121.96361,Manila
2018-01-07,4814.41,33.86419,48.26258,Tehran
2018-01-07,230.74,36.06523,-119.01677,Los Angeles
2018-01-07,-10.45,53.16167,6.76111,Amsterdam
2018-01-07,423.9,-25.42944,-50.00639,Sao Paulo
2018-01-07,2488.4,33.86419,48.26258,Tehran
2018-01-07,-800.4,33.86419,48.26258,Tehran
2018-01-07,1255.96,33.86419,48.26258,Tehran
2018-01-07,4179.67,40.67705,-73.89125,New York
2018-01-07,322.94,36.06523,-119.01677,Los Angeles
2018-01-08,2085.33,32.05971,34.8732,Jerusalem
2018-01-08,4590.71,20.88953,-156.47432,Honolulu
2018-01-08,-932.45,46.23899,-63.13414,Halifax
2018-01-08,4259.42,40.67705,-73.89125,New York
2018-01-08,2573.4,32.05971,34.8732,Jerusalem
2018-01-08,1219.19,55.25,24.75,Vilnius
2018-01-08,3479.57,32.05971,34.8732,Jerusalem
2018-01-08,67.22,53.16167,6.76111,Amsterdam
2018-01-08,1991.63,18.00747,-76.78319,Jamaica
2018-01-08,4439.23,33.86419,48.26258,Tehran
2018-01-08,4590.4,20.88953,-156.47432,Honolulu
2018-01-08,-379.61,55.25,24.75,Vilnius
2018-01-08,2790.46,33.86419,48.26258,Tehran
2018-01-08,3893.85,18.00747,-76.78319,Jamaica
2018-01-08,3534.89,55.25,24.75,Vilnius
2018-01-08,3552.66,32.05971,34.8732,Jerusalem
2018-01-08,3420.36,18.00747,-76.78319,Jamaica
2018-01-08,3812.63,44.98901,38.94324,Moscow
2018-01-08,-818.94,55.25,24.75,Vilnius
2018-01-08,1476.1,32.05971,34.8732,Jerusalem
2018-01-08,-132.41,32.05971,34.8732,Jerusalem
2018-01-08,-984.83,33.86419,48.26258,Tehran
2018-01-08,2687.29,18.00747,-76.78319,Jamaica
2018-01-08,1011.35,41.14676,-73.49484,New York
2018-01-08,-381.91,20.88953,-156.47432,Honolulu
2018-01-08,3695.89,33.86419,48.26258,Tehran
2018-01-08,4708.64,40.67705,-73.89125,New York
2018-01-08,3780.3,33.86419,48.26258,Tehran
2018-01-08,2549.2,32.05971,34.8732,Jerusalem
2018-01-08,2150.71,32.05971,34.8732,Jerusalem
2018-01-08,2542.65,40.67705,-73.89125,New York
2018-01-08,-181.9,32.05971,34.8732,Jerusalem
2018-01-08,4969.95,46.23899,-63.13414,Halifax
2018-01-08,246.65,53.16167,6.76111,Amsterdam
2018-01-08,2838.51,55.25,24.75,Vilnius
2018-01-08,4543.49,44.98901,38.94324,Moscow
2018-01-08,116.49,55.25,24.75,Vilnius
2018-01-08,1790.81,46.23899,-63.13414,Halifax
2018-01-08,-222.1,32.05971,34.8732,Jerusalem
2018-01-08,1384.67,36.06523,-119.01677,Los Angeles
2018-01-08,-803.41,-25.42944,-50.00639,Sao Paulo
2018-01-08,3971.12,-25.42944,-50.00639,Sao Paulo
2018-01-09,-741.21,32.05971,34.8732,Jerusalem
2018-01-09,752.74,6.95194,121.96361,Manila
2018-01-09,3987.6,55.25,24.75,Vilnius
2018-01-09,4661.57,40.67705,-73.89125,New York
2018-01-09,1809.39,44.98901,38.94324,Moscow
2018-01-09,2221.45,20.88953,-156.47432,Honolulu
2018-01-09,-310.18,46.23899,-63.13414,Halifax
2018-01-09,2682.82,46.23899,-63.13414,Halifax
2018-01-09,3591.76,53.16167,6.76111,Amsterdam
2018-01-09,-618.79,55.25,24.75,Vilnius
2018-01-09,1840.3,53.16167,6.76111,Amsterdam
2018-01-09,81.95,36.06523,-119.01677,Los Angeles
2018-01-09,-700.2,41.14676,-73.49484,New York
2018-01-09,-927.86,55.25,24.75,Vilnius
2018-01-09,1673.67,40.67705,-73.89125,New York
2018-01-09,3547.36,40.67705,-73.89125,New York
2018-01-09,1310.62,20.88953,-156.47432,Honolulu
2018-01-09,-558.74,53.16167,6.76111,Amsterdam
2018-01-09,-966.8,18.00747,-76.78319,Jamaica
2018-01-09,3839.66,46.23899,-63.13414,Halifax
2018-01-09,626.54,6.95194,121.96361,Manila
2018-01-09,1410.87,20.88953,-156.47432,Honolulu
2018-01-09,2338.66,41.14676,-73.49484,New York
2018-01-09,3320.87,36.06523,-119.01677,Los Angeles
2018-01-09,-30.3,41.14676,-73.49484,New York
2018-01-09,1399.3,41.14676,-73.49484,New York
2018-01-10,4689.88,-25.42944,-50.00639,Sao Paulo
2018-01-10,2878.58,55.25,24.75,Vilnius
2018-01-10,4513.89,32.05971,34.8732,Jerusalem
2018-01-10,4795.71,36.06523,-119.01677,Los Angeles
2018-01-10,1964.43,20.88953,-156.47432,Honolulu
2018-01-10,448.11,36.06523,-119.01677,Los Angeles
2018-01-10,4851.48,53.16167,6.76111,Amsterdam
2018-01-10,-503.11,18.00747,-76.78319,Jamaica
2018-01-10,1415.8,44.98901,38.94324,Moscow
2018-01-10,-998.44,18.00747,-76.78319,Jamaica
2018-01-10,549.35,32.05971,34.8732,Jerusalem
2018-01-10,2656.16,6.95194,121.96361,Manila
2018-01-10,3963.88,18.00747,-76.78319,Jamaica
2018-01-10,184.27,40.67705,-73.89125,New York
2018-01-10,789.14,46.23899,-63.13414,Halifax
2018-01-10,4722.23,55.25,24.75,Vilnius
2018-01-10,3660.91,18.00747,-76.78319,Jamaica
2018-01-10,4730.64,36.06523,-119.01677,Los Angeles
2018-01-10,-181.47,46.23899,-63.13414,Halifax
2018-01-10,3384.74,6.95194,121.96361,Manila
2018-01-10,-269.55,40.67705,-73.89125,New York
2018-01-10,565.54,6.95194,121.96361,Manila
2018-01-10,4435.1,20.88953,-156.47432,Honolulu
2018-01-10,2511.24,18.00747,-76.78319,Jamaica
2018-01-10,4673.25,46.23899,-63.13414,Halifax
2018-01-10,114.2,53.16167,6.76111,Amsterdam
2018-01-10,2204.32,6.95194,121.96361,Manila
2018-01-11,466.89,33.86419,48.26258,Tehran
2018-01-11,1254.25,6.95194,121.96361,Manila
2018-01-11,1203.93,32.05971,34.8732,Jerusalem
2018-01-11,1426.81,32.05971,34.8732,Jerusalem
2018-01-11,-402.21,33.86419,48.26258,Tehran
2018-01-11,4322.92,33.86419,48.26258,Tehran
2018-01-11,1405.98,44.98901,38.94324,Moscow
2018-01-11,3816.14,36.06523,-119.01677,Los Angeles
2018-01-11,1178.46,20.88953,-156.47432,Honolulu
2018-01-11,1961.52,36.06523,-119.01677,Los Angeles
2018-01-11,2138.55,32.05971,34.8732,Jerusalem
2018-01-11,893.27,53.16167,6.76111,Amsterdam
2018-01-11,3193.7,32.05971,34.8732,Jerusalem
2018-01-11,4159.66,40.67705,-73.89125,New York
2018-01-11,-605.3,32.05971,34.8732,Jerusalem
2018-01-11,3491.52,32.05971,34.8732,Jerusalem
2018-01-11,1068.48,41.14676,-73.49484,New York
2018-01-11,356.97,18.00747,-76.78319,Jamaica
2018-01-11,2845.93,36.06523,-119.01677,Los Angeles
2018-01-11,1401.78,32.05971,34.8732,Jerusalem
2018-01-11,-104.3,53.16167,6.76111,Amsterdam
2018-01-11,4470.36,46.23899,-63.13414,Halifax
2018-01-11,696.78,44.98901,38.94324,Moscow
2018-01-11,4833.62,18.00747,-76.78319,Jamaica
2018-01-11,4323.89,18.00747,-76.78319,Jamaica
2018-01-11,1612.54,46.23899,-63.13414,Halifax
2018-01-11,3896.87,18.00747,-76.78319,Jamaica
2018-01-11,4203.15,-25.42944,-50.00639,Sao Paulo
2018-01-12,4204.78,18.00747,-76.78319,Jamaica
2018-01-12,-382.52,46.23899,-63.13414,Halifax
2018-01-12,1279.65,53.16167,6.76111,Amsterdam
2018-01-12,3763.27,36.06523,-119.01677,Los Angeles
2018-01-12,2954.68,20.88953,-156.47432,Honolulu
2018-01-12,2599.41,44.98901,38.94324,Moscow
2018-01-12,4667.3,55.25,24.75,Vilnius
2018-01-12,3857.94,36.06523,-119.01677,Los Angeles
2018-01-12,2706.79,55.25,24.75,Vilnius
2018-01-12,714.96,55.25,24.75,Vilnius
2018-01-12,3187.55,44.98901,38.94324,Moscow
2018-01-12,1374.47,46.23899,-63.13414,Halifax
2018-01-12,2247.34,36.06523,-119.01677,Los Angeles
2018-01-12,4209.8,55.25,24.75,Vilnius
2018-01-12,3360.28,53.16167,6.76111,Amsterdam
2018-01-12,4281.79,33.86419,48.26258,Tehran
2018-01-12,2647.98,53.16167,6.76111,Amsterdam
2018-01-12,2889.63,-25.42944,-50.00639,Sao Paulo
2018-01-12,1044.71,6.95194,121.96361,Manila
2018-01-12,1603.51,-25.42944,-50.00639,Sao Paulo
2018-01-12,-323.5,20.88953,-156.47432,Honolulu
2018-01-12,783.69,-25.42944,-50.00639,Sao Paulo
2018-01-12,4992.72,33.86419,48.26258,Tehran
2018-01-12,1615.1,40.67705,-73.89125,New York
2018-01-12,1020.26,41.14676,-73.49484,New York
2018-01-12,3929.63,46.23899,-63.13414,Halifax
2018-01-12,4126.23,6.95194,121.96361,Manila
2018-01-12,2760.56,18.00747,-76.78319,Jamaica
2018-01-12,4419.36,55.25,24.75,Vilnius
2018-01-12,3599.2,44.98901,38.94324,Moscow
2018-01-13,3432.86,6.95194,121.96361,Manila
2018-01-13,4289.96,-25.42944,-50.00639,Sao Paulo
2018-01-13,3151.16,40.67705,-73.89125,New York
2018-01-13,-93.34,32.05971,34.8732,Jerusalem
2018-01-13,-665.16,36.06523,-119.01677,Los Angeles
2018-01-13,1766.95,-25.42944,-50.00639,Sao Paulo
2018-01-13,4910.85,6.95194,121.96361,Manila
2018-01-13,473.2,33.86419,48.26258,Tehran
2018-01-13,-428.2,46.23899,-63.13414,Halifax
2018-01-13,2554.67,-25.42944,-50.00639,Sao Paulo
2018-01-13,-227.7,-25.42944,-50.00639,Sao Paulo
2018-01-13,307.46,44.98901,38.94324,Moscow
2018-01-13,4195.36,40.67705,-73.89125,New York
2018-01-13,1178.75,44.98901,38.94324,Moscow
2018-01-13,-279.93,40.67705,-73.89125,New York
2018-01-13,4125.7,18.00747,-76.78319,Jamaica
2018-01-13,-457.26,-25.42944,-50.00639,Sao Paulo
2018-01-13,424.22,33.86419,48.26258,Tehran
2018-01-13,1708.9,46.23899,-63.13414,Halifax
2018-01-13,539.29,46.23899,-63.13414,Halifax
2018-01-13,4262.97,18.00747,-76.78319,Jamaica
2018-01-13,-625.42,32.05971,34.8732,Jerusalem
2018-01-13,-846.4,46.23899,-63.13414,Halifax
2018-01-13,-732.51,41.14676,-73.49484,New York
2018-01-13,3093.5,46.23899,-63.13414,Halifax
2018-01-14,2305.35,53.16167,6.76111,Amsterdam
2018-01-14,2446.72,33.86419,48.26258,Tehran
2018-01-14,4131.7,41.14676,-73.49484,New York
2018-01-14,2690.83,40.67705,-73.89125,New York
2018-01-14,-98.63,-25.42944,-50.00639,Sao Paulo
2018-01-14,-907.42,46.23899,-63.13414,Halifax
2018-01-14,1255.23,40.67705,-73.89125,New York
2018-01-14,-274.17,18.00747,-76.78319,Jamaica
2018-01-14,1426.3,46.23899,-63.13414,Halifax
2018-01-14,1689.6,6.95194,121.96361,Manila
2018-01-14,2343.41,41.14676,-73.49484,New York
2018-01-14,3010.82,33.86419,48.26258,Tehran
2018-01-14,-284.15,41.14676,-73.49484,New York
2018-01-14,-649.42,53.16167,6.76111,Amsterdam
2018-01-14,4864.81,18.00747,-76.78319,Jamaica
2018-01-14,-180.75,-25.42944,-50.00639,Sao Paulo
2018-01-14,4725.79,40.67705,-73.89125,New York
2018-01-14,-446.8,44.98901,38.94324,Moscow
2018-01-14,2405.38,40.67705,-73.89125,New York
2018-01-14,4845.18,53.16167,6.76111,Amsterdam
2018-01-14,3505.37,6.95194,121.96361,Manila
2018-01-14,1795.61,46.23899,-63.13414,Halifax
2018-01-14,-332.41,32.05971,34.8732,Jerusalem
2018-01-14,-719.44,53.16167,6.76111,Amsterdam
2018-01-14,334.89,18.00747,-76.78319,Jamaica
2018-01-14,4174.12,18.00747,-76.78319,Jamaica
2018-01-14,4179.6,-25.42944,-50.00639,Sao Paulo
2018-01-14,2976.28,20.88953,-156.47432,Honolulu
2018-01-14,4648.89,18.00747,-76.78319,Jamaica
2018-01-14,2062.0,18.00747,-76.78319,Jamaica
2018-01-14,3286.28,46.23899,-63.13414,Halifax
2018-01-14,3477.14,18.00747,-76.78319,Jamaica
2018-01-14,-700.2,40.67705,-73.89125,New York
2018-01-14,3640.94,33.86419,48.26258,Tehran
2018-01-14,952.58,46.23899,-63.13414,Halifax
2018-01-14,1433.43,44.98901,38.94324,Moscow
2018-01-15,-94.91,36.06523,-119.01677,Los Angeles
2018-01-15,1861.79,18.00747,-76.78319,Jamaica
2018-01-15,1953.99,44.98901,38.94324,Moscow
2018-01-15,-982.14,55.25,24.75,Vilnius
2018-01-15,2249.77,18.00747,-76.78319,Jamaica
2018-01-15,1675.24,32.05971,34.8732,Jerusalem
2018-01-15,2907.71,-25.42944,-50.00639,Sao Paulo
2018-01-15,-742.49,46.23899,-63.13414,Halifax
2018-01-15,-180.86,41.14676,-73.49484,New York
2018-01-15,3362.2,18.00747,-76.78319,Jamaica
2018-01-15,2469.32,46.23899,-63.13414,Halifax
2018-01-15,-123.4,41.14676,-73.49484,New York
2018-01-15,1844.61,-25.42944,-50.00639,Sao Paulo
2018-01-15,-188.1,20.88953,-156.47432,Honolulu
2018-01-15,2584.98,18.00747,-76.78319,Jamaica
2018-01-15,-67.83,18.00747,-76.78319,Jamaica
2018-01-15,2637.74,33.86419,48.26258,Tehran
2018-01-15,-54.42,36.06523,-119.01677,Los Angeles
2018-01-15,-242.5,53.16167,6.76111,Amsterdam
2018-01-15,-614.45,33.86419,48.26258,Tehran
2018-01-15,1509.1,53.16167,6.76111,Amsterdam
2018-01-15,4783.5,55.25,24.75,Vilnius
2018-01-15,4769.34,40.67705,-73.89125,New York
2018-01-15,4444.18,33.86419,48.26258,Tehran
2018-01-15,4938.63,55.25,24.75,Vilnius
2018-01-15,425.8,40.67705,-73.89125,New York
2018-01-15,-439.51,55.25,24.75,Vilnius
2018-01-15,4461.44,36.06523,-119.01677,Los Angeles
2018-01-15,3616.81,18.00747,-76.78319,Jamaica
2018-01-15,2166.13,46.23899,-63.13414,Halifax
2018-01-15,106.97,46.23899,-63.13414,Halifax
2018-01-15,3991.93,18.00747,-76.78319,Jamaica
2018-01-15,4895.31,33.86419,48.26258,Tehran
2018-01-15,484.6,55.25,24.75,Vilnius
2018-01-15,2282.15,40.67705,-73.89125,New York
2018-01-15,330.16,20.88953,-156.47432,Honolulu
2018-01-15,2484.3,-25.42944,-50.00639,Sao Paulo
2018-01-15,-688.88,46.23899,-63.13414,Halifax
2018-01-15,4314.78,6.95194,121.96361,Manila
2018-01-16,2152.35,6.95194,121.96361,Manila
2018-01-16,-889.52,41.14676,-73.49484,New York
2018-01-16,-336.23,36.06523,-119.01677,Los Angeles
2018-01-16,3086.57,33.86419,48.26258,Tehran
2018-01-16,3493.42,-25.42944,-50.00639,Sao Paulo
2018-01-16,841.89,53.16167,6.76111,Amsterdam
2018-01-16,316.67,55.25,24.75,Vilnius
2018-01-16,1100.88,18.00747,-76.78319,Jamaica
2018-01-16,213.23,6.95194,121.96361,Manila
2018-01-16,438.78,36.06523,-119.01677,Los Angeles
2018-01-16,4989.5,6.95194,121.96361,Manila
